,Id,time,Count
6963,374,2021-01-21 02:00:00.000,2
6964,374,2021-01-21 02:00:00.000,2
6965,374,2021-01-21 02:00:00.000,2
6966,374,2021-01-21 02:00:00.000,2
6967,374,2021-01-21 02:00:00.000,2
6968,374,2021-01-21 02:00:00.000,2
6969,374,2021-01-21 02:00:00.000,1
6970,374,2021-01-21 02:00:00.000,1
6971,374,2021-01-21 02:00:00.000,2
6972,374,2021-01-21 02:00:00.000,2
6973,374,2021-01-21 02:00:00.000,1
6974,374,2021-01-21 02:00:00.000,1
6975,374,2021-01-21 02:00:00.000,1
6994,374,2021-01-30 02:00:00.000,1
7012,374,2021-01-30 10:00:00.000,1
7013,374,2021-01-30 05:00:00.000,2
7014,374,2021-01-30 02:00:00.000,1
7015,374,2021-01-30 05:00:00.000,1
7016,374,2021-01-30 02:00:00.000,1
7017,374,2021-01-30 10:00:00.000,1
7018,374,2021-01-30 05:00:00.000,1
7019,374,2021-01-30 02:00:00.000,1
7020,374,2021-01-30 02:00:00.000,1
7021,374,2021-01-30 05:00:00.000,1
7022,374,2021-01-30 05:00:00.000,1
7023,374,2021-01-30 02:00:00.000,1
7024,374,2021-01-30 02:00:00.000,1
7025,374,2021-01-30 05:00:00.000,1
7026,374,2021-01-30 02:00:00.000,1
7027,374,2021-01-30 05:00:00.000,1
7028,374,2021-01-30 02:00:00.000,1
7029,374,2021-01-30 02:00:00.000,1
7030,374,2021-01-30 02:00:00.000,1
7031,374,2021-01-30 02:00:00.000,2
7032,374,2021-01-30 02:00:00.000,1
7033,374,2021-01-30 02:00:00.000,2
7034,374,2021-01-30 02:00:00.000,2
7035,374,2021-01-30 02:00:00.000,1
7036,374,2021-01-30 02:00:00.000,1
7182,374,2021-01-31 02:00:00.000,2
7183,374,2021-01-31 02:00:00.000,2
7185,374,2021-01-31 02:00:00.000,2
7187,374,2021-01-31 02:00:00.000,2
7189,374,2021-01-31 02:00:00.000,2
7191,374,2021-01-31 02:00:00.000,2
7194,374,2021-01-31 02:00:00.000,2
7196,374,2021-01-31 02:00:00.000,2
7198,374,2021-01-31 02:00:00.000,1
7200,374,2021-01-31 02:00:00.000,1
7202,374,2021-01-31 02:00:00.000,1
7204,374,2021-01-31 02:00:00.000,2
7206,374,2021-01-31 02:00:00.000,1
7207,374,2021-01-31 02:00:00.000,1
7210,374,2021-01-31 02:00:00.000,2
7211,374,2021-01-31 02:00:00.000,2
7213,374,2021-01-31 02:00:00.000,1
